Game Number,Current Step,Result Step,Cost,RTP,Game Crush Point,Redistributed Crush Point
5057,18,26,122.71,120.97,22,44
5058,3,8,6.86,67.94,5,20
5058,14,20,56.86,82.35,20,31
5059,0,9,3.85,146.62,2,10
5060,0,8,3.85,120.97,11,N/A
5062,0,8,3.85,120.97,3,13
5063,1,4,4.67,46.25,5,N/A
5066,0,7,3.85,99.81,3,12
5068,1,11,4.67,177.72,7,20
5068,12,18,38.70,82.35,20,N/A
5069,0,8,3.85,120.97,5,10
5070,0,8,3.85,120.97,5,9
5074,0,5,3.85,67.94,4,9
5074,7,16,14.80,146.62,9,18
5075,0,8,3.85,120.97,3,12
5075,9,15,21.74,82.35,12,18
5075,17,26,101.24,146.62,18,28
5077,0,8,3.85,120.97,7,12
5078,3,14,6.86,215.40,6,18
5078,17,25,101.24,120.97,18,26
5080,9,13,21.74,56.05,10,18
5080,16,21,83.53,67.94,18,26
5081,0,6,3.85,82.35,6,7
5082,0,7,3.85,99.81,1,9
5083,0,7,3.85,99.81,1,9
5084,0,6,3.85,82.35,2,14
5086,0,10,3.85,177.72,1,13
5087,0,8,3.85,120.97,1,40
5087,9,50,21.74,69009.11,40,51
5088,0,4,3.85,56.05,3,8
5088,7,20,14.80,316.44,8,25
5090,3,6,6.86,46.25,6,10
5091,0,8,3.85,120.97,2,13
5092,2,12,5.66,177.72,13,N/A
5093,1,9,4.67,120.97,11,N/A
5093,10,14,26.35,56.05,11,15
5096,2,5,5.66,46.25,9,N/A
5096,6,11,12.21,67.94,9,15
5096,13,21,46.91,120.97,15,24
5097,0,3,3.85,46.25,1,7
5098,0,8,3.85,120.97,5,9
5099,0,8,3.85,120.97,10,N/A
5100,0,4,3.85,56.05,5,N/A
5102,0,5,3.85,67.94,4,10
5104,0,10,3.85,177.72,18,N/A
5104,13,22,46.91,146.62,18,25
5105,0,8,3.85,120.97,5,9
5106,1,8,4.67,99.81,8,10
5108,0,6,3.85,82.35,4,16
5109,0,8,3.85,120.97,1,11
5110,0,4,3.85,56.05,10,N/A
5110,5,9,10.07,56.05,10,N/A
5111,0,3,3.85,46.25,14,N/A
5111,6,9,12.21,46.25,14,N/A
5111,12,22,38.70,177.72,14,27
5112,0,8,3.85,120.97,1,13
5115,0,6,3.85,82.35,2,12
5115,9,19,21.74,177.72,12,25
5117,0,9,3.85,146.62,3,13
5118,0,8,3.85,120.97,3,17
5118,11,19,31.93,120.97,17,23
5120,1,8,4.67,99.81,5,13
5120,10,15,26.35,67.94,13,16
5121,0,7,3.85,99.81,7,11
5121,8,18,17.93,177.72,11,25
5121,19,30,148.73,215.40,25,31
5122,1,7,4.67,82.35,9,N/A
5122,8,16,17.93,120.97,9,17
5123,0,3,3.85,46.25,13,N/A
5124,0,4,3.85,56.05,16,N/A
5124,13,21,46.91,120.97,16,28
5126,0,10,3.85,177.72,9,13
5129,0,3,3.85,46.25,4,N/A
5130,0,4,3.85,56.05,1,7
5131,0,8,3.85,120.97,4,11
5132,10,14,26.35,56.05,12,38
5133,0,5,3.85,67.94,5,8
5133,7,14,14.80,99.81,8,17
5133,16,23,83.53,99.81,17,34
5134,0,8,3.85,120.97,7,10
5135,0,8,3.85,120.97,4,12
5135,11,19,31.93,120.97,12,23
5136,0,8,3.85,120.97,8,10
5137,0,6,3.85,82.35,4,10
5137,9,14,21.74,67.94,10,26
5137,17,25,101.24,120.97,26,N/A
5138,0,4,3.85,56.05,3,5
5139,0,7,3.85,99.81,6,13
5139,12,18,38.70,82.35,13,25
5141,0,10,3.85,177.72,1,12
5143,0,7,3.85,99.81,7,9
5144,0,7,3.85,99.81,3,22
5144,10,17,26.35,99.81,22,N/A
5145,3,6,6.86,46.25,12,N/A
5146,0,6,3.85,82.35,8,N/A
5147,0,6,3.85,82.35,5,15
5147,7,15,14.80,120.97,15,19
5147,16,19,83.53,46.25,19,26
5148,2,8,5.66,82.35,5,9
5149,1,9,4.67,120.97,11,N/A
5150,0,8,3.85,120.97,13,N/A
5150,9,44,21.74,21765.84,13,48
5151,0,10,3.85,177.72,7,19
5152,0,8,3.85,120.97,6,28
5152,9,15,21.74,82.35,28,N/A
5152,16,24,83.53,120.97,28,N/A
5154,10,16,26.35,82.35,14,17
5155,0,9,3.85,146.62,5,10
5157,0,3,3.85,46.25,4,N/A
5158,0,7,3.85,99.81,1,8
5159,0,12,3.85,261.08,4,25
5159,15,23,68.92,120.97,25,N/A
5161,0,10,3.85,177.72,18,N/A
5162,0,9,3.85,146.62,4,10
5163,1,10,4.67,146.62,7,11
5164,0,9,3.85,146.62,19,N/A
5164,10,17,26.35,99.81,19,N/A
5164,18,22,122.71,56.05,19,32
5165,0,8,3.85,120.97,2,24
5165,9,12,21.74,46.25,24,N/A
5165,14,22,56.86,120.97,24,N/A
5166,3,7,6.86,56.05,10,N/A
5167,0,7,3.85,99.81,6,12
5168,0,6,3.85,82.35,14,N/A
5170,0,8,3.85,120.97,2,9
5171,0,6,3.85,82.35,1,15
5171,9,15,21.74,82.35,15,21
5173,0,4,3.85,56.05,17,N/A
5174,0,4,3.85,56.05,5,N/A
5176,0,8,3.85,120.97,1,9
5177,0,8,3.85,120.97,19,N/A
5177,11,19,31.93,120.97,19,25
5178,0,11,3.85,215.40,12,N/A
5179,0,9,3.85,146.62,7,10
5181,0,8,3.85,120.97,3,15
5181,12,20,38.70,120.97,15,23
5182,0,6,3.85,82.35,3,8
5184,1,9,4.67,120.97,11,N/A
5184,10,16,26.35,82.35,11,19
5184,17,28,101.24,215.40,19,29
5185,0,6,3.85,82.35,2,10
5186,0,7,3.85,99.81,1,22
5186,10,18,26.35,120.97,22,N/A
5188,0,5,3.85,67.94,11,N/A
5188,6,10,12.21,56.05,11,N/A
5189,0,3,3.85,46.25,3,4
5190,0,8,3.85,120.97,3,11
5193,3,13,6.86,177.72,15,N/A
5196,0,8,3.85,120.97,2,13
5197,1,5,4.67,56.05,4,10
5197,7,11,14.80,56.05,10,23
5197,16,20,83.53,56.05,23,N/A
5198,0,5,3.85,67.94,2,6
5199,0,8,3.85,120.97,5,9
5200,0,6,3.85,82.35,5,7
5202,0,6,3.85,82.35,4,12
5202,8,16,17.93,120.97,12,17
5203,1,9,4.67,120.97,4,14
5203,11,18,31.93,99.81,14,20
5204,0,8,3.85,120.97,9,N/A
5206,0,7,3.85,99.81,1,10
5209,0,8,3.85,120.97,1,21
5209,18,26,122.71,120.97,21,27
5212,0,6,3.85,82.35,5,9
5212,8,14,17.93,82.35,9,20
5212,15,23,68.92,120.97,20,29
5213,6,15,12.21,146.62,11,16
5214,0,5,3.85,67.94,3,7
5216,0,3,3.85,46.25,3,6
5218,0,9,3.85,146.62,1,10
5220,0,7,3.85,99.81,4,24
5220,11,18,31.93,99.81,24,N/A
5220,19,26,148.73,99.81,24,34
5221,0,13,3.85,316.44,3,14
5223,1,4,4.67,46.25,3,8
5224,0,13,3.85,316.44,4,21
5225,3,11,6.86,120.97,5,12
5226,10,18,26.35,120.97,11,19
5229,0,4,3.85,56.05,6,N/A
5230,0,8,3.85,120.97,2,13
5230,10,16,26.35,82.35,13,22
5230,17,20,101.24,46.25,22,N/A
5231,0,5,3.85,67.94,18,N/A
5231,8,12,17.93,56.05,18,N/A
5231,14,50,56.86,26381.37,18,51
5232,0,9,3.85,146.62,8,12
5232,10,18,26.35,120.97,12,20
5232,19,26,148.73,99.81,20,32
5233,0,6,3.85,82.35,2,18
5233,16,20,83.53,56.05,18,22
5234,0,8,3.85,120.97,1,14
5235,0,8,3.85,120.97,1,12
5235,9,20,21.74,215.40,12,22
5237,0,4,3.85,56.05,3,5
5238,0,8,3.85,120.97,4,16
5239,0,7,3.85,99.81,13,N/A
5240,0,8,3.85,120.97,2,14
5240,11,19,31.93,120.97,14,23
5241,0,10,3.85,177.72,3,25
5243,3,6,6.86,46.25,12,N/A
5243,9,22,21.74,316.44,12,35
5244,1,7,4.67,82.35,9,N/A
5244,8,12,17.93,56.05,9,14
5244,13,21,46.91,120.97,14,23
5245,0,10,3.85,177.72,1,13
5245,11,18,31.93,99.81,13,19
5248,4,10,8.31,82.35,12,N/A
5248,11,16,31.93,67.94,12,27
5248,17,25,101.24,120.97,27,N/A
5249,0,7,3.85,99.81,2,11
5250,7,15,14.80,120.97,20,N/A
5250,16,24,83.53,120.97,20,28
5251,1,7,4.67,82.35,3,12
5251,8,16,17.93,120.97,12,23
5251,17,25,101.24,120.97,23,32
5252,0,5,3.85,67.94,2,6
5254,1,5,4.67,56.05,12,N/A
5256,0,6,3.85,82.35,7,N/A
5257,0,5,3.85,67.94,7,N/A
5257,6,18,12.21,261.08,7,30
5257,19,28,148.73,146.62,30,N/A
5258,0,8,3.85,120.97,2,10
5259,0,9,3.85,146.62,17,N/A
5259,12,22,38.70,177.72,17,26
5260,0,8,3.85,120.97,3,20
5262,3,10,6.86,99.81,4,13
5263,0,4,3.85,56.05,10,N/A
5264,0,8,3.85,120.97,4,9
5267,0,7,3.85,99.81,2,15
5267,10,19,26.35,146.62,15,25
5268,0,8,3.85,120.97,4,9
5271,0,3,3.85,46.25,4,N/A
5272,0,8,3.85,120.97,5,22
5273,0,6,3.85,82.35,4,17
5274,1,8,4.67,99.81,5,15
5274,10,18,26.35,120.97,15,22
5274,19,31,148.73,261.08,22,34
5276,0,8,3.85,120.97,6,10
5277,0,10,3.85,177.72,2,12
5277,11,19,31.93,120.97,12,25
5278,0,6,3.85,82.35,4,15
5278,7,16,14.80,146.62,15,28
5278,19,26,148.73,99.81,28,N/A
5279,0,8,3.85,120.97,6,10
5282,0,5,3.85,67.94,1,17
5282,7,13,14.80,82.35,17,N/A
5282,14,17,56.86,46.25,17,19
5283,0,6,3.85,82.35,5,8
5285,1,5,4.67,56.05,7,N/A
5286,9,17,21.74,120.97,13,25
5287,0,3,3.85,46.25,11,N/A
5289,1,10,4.67,146.62,2,12
5290,0,6,3.85,82.35,20,N/A
5290,18,22,122.71,56.05,20,23
5291,0,6,3.85,82.35,2,12
5291,7,10,14.80,46.25,12,N/A
5294,0,10,3.85,177.72,1,16
5294,13,17,46.91,56.05,16,22
5297,1,8,4.67,99.81,8,13
5297,9,19,21.74,177.72,13,27
5298,0,9,3.85,146.62,3,22
5299,0,8,3.85,120.97,11,N/A
5299,9,17,21.74,120.97,11,25
5299,18,26,122.71,120.97,25,31
5300,0,5,3.85,67.94,3,20
5300,6,14,12.21,120.97,20,N/A
5300,15,23,68.92,120.97,20,36
5301,1,9,4.67,120.97,13,N/A
5302,0,4,3.85,56.05,8,N/A
5302,5,18,10.07,316.44,8,21
5303,1,10,4.67,146.62,14,N/A
5303,11,16,31.93,67.94,14,17
5304,0,6,3.85,82.35,10,N/A
5304,9,13,21.74,56.05,10,17
5304,16,23,83.53,99.81,17,28
5305,1,7,4.67,82.35,3,8
5307,1,10,4.67,146.62,2,15
5307,11,18,31.93,99.81,15,29
5309,0,5,3.85,67.94,4,12
5309,11,17,31.93,82.35,12,28
5310,0,6,3.85,82.35,3,11
5311,0,6,3.85,82.35,7,N/A
5312,0,6,3.85,82.35,1,10
5313,0,3,3.85,46.25,7,N/A
5314,0,4,3.85,56.05,6,N/A
5318,0,10,3.85,177.72,8,11
5319,0,7,3.85,99.81,4,12
5319,10,18,26.35,120.97,12,23
5322,0,8,3.85,120.97,2,10
5322,9,17,21.74,120.97,10,34
5324,0,4,3.85,56.05,4,11
5326,0,10,3.85,177.72,1,17
5326,16,26,83.53,177.72,17,27
5327,1,9,4.67,120.97,7,11
5327,10,17,26.35,99.81,11,27
5328,0,5,3.85,67.94,11,N/A
5329,0,7,3.85,99.81,1,25
5329,8,16,17.93,120.97,25,N/A
5329,18,23,122.71,67.94,25,N/A
5331,0,9,3.85,146.62,2,10
5332,0,8,3.85,120.97,2,10
5332,9,15,21.74,82.35,10,22
5332,17,23,101.24,82.35,22,28
5333,0,3,3.85,46.25,1,5
5334,6,13,12.21,99.81,14,N/A
5335,3,9,6.86,82.35,9,10
5336,0,5,3.85,67.94,1,7
5337,0,6,3.85,82.35,2,15
5337,9,16,21.74,99.81,15,18
5338,0,3,3.85,46.25,3,11
5338,4,12,8.31,120.97,11,15
5338,13,21,46.91,120.97,15,24
5339,1,5,4.67,56.05,4,6
5341,0,9,3.85,146.62,2,12
5344,0,7,3.85,99.81,1,19
5346,0,5,3.85,67.94,6,N/A
5347,0,8,3.85,120.97,12,N/A
5347,11,21,31.93,177.72,12,29
5348,3,10,6.86,99.81,7,12
5349,0,6,3.85,82.35,1,9
5350,0,8,3.85,120.97,9,N/A
5353,0,6,3.85,82.35,4,24
5353,16,29,83.53,316.44,24,33
5354,0,8,3.85,120.97,9,N/A
5355,6,9,12.21,46.25,13,N/A
5355,12,49,38.70,31975.63,13,50
5357,3,10,6.86,99.81,11,N/A
5358,3,11,6.86,120.97,5,13
5359,0,8,3.85,120.97,12,N/A
5360,0,8,3.85,120.97,3,16
5360,11,16,31.93,67.94,16,17
5361,0,5,3.85,67.94,2,13
5361,8,15,17.93,99.81,13,17
5362,0,5,3.85,67.94,2,9
5362,8,13,17.93,67.94,9,18
5363,0,7,3.85,99.81,5,16
5363,13,19,46.91,82.35,16,21
5365,0,6,3.85,82.35,6,13
5367,0,7,3.85,99.81,3,14
5368,0,9,3.85,146.62,6,13
5368,12,19,38.70,99.81,13,26
5369,3,15,6.86,261.08,11,25
5370,0,5,3.85,67.94,4,6
5371,0,10,3.85,177.72,8,20
5372,0,4,3.85,56.05,1,5
5373,1,9,4.67,120.97,14,N/A
5373,10,20,26.35,177.72,14,23
5374,0,6,3.85,82.35,5,7
5376,0,4,3.85,56.05,2,7
5377,5,14,10.07,146.62,7,17
5377,15,21,68.92,82.35,17,31
5378,0,9,3.85,146.62,4,17
5378,10,20,26.35,177.72,17,23
5379,9,12,21.74,46.25,12,15
5381,0,8,3.85,120.97,8,10
5382,0,8,3.85,120.97,1,9
5383,0,7,3.85,99.81,8,N/A
5384,0,8,3.85,120.97,3,18
5384,9,13,21.74,56.05,18,N/A
5384,16,19,83.53,46.25,18,24
5385,1,11,4.67,177.72,7,21
5385,12,20,38.70,120.97,21,N/A
5387,0,7,3.85,99.81,5,9
5388,0,8,3.85,120.97,1,10
5389,0,10,3.85,177.72,3,15
5389,13,21,46.91,120.97,15,47
5394,0,7,3.85,99.81,28,N/A
5395,0,5,3.85,67.94,5,11
5396,3,11,6.86,120.97,7,18
5396,17,23,101.24,82.35,18,25
5397,2,8,5.66,82.35,5,15
5397,11,16,31.93,67.94,15,21
5397,17,25,101.24,120.97,21,29
5398,0,7,3.85,99.81,9,N/A
5399,0,7,3.85,99.81,3,13
5401,0,8,3.85,120.97,1,15
5402,1,8,4.67,99.81,2,11
5402,9,13,21.74,56.05,11,26
5402,16,24,83.53,120.97,26,N/A
5403,0,8,3.85,120.97,13,N/A
5403,10,17,26.35,99.81,13,28
5403,18,21,122.71,46.25,28,N/A
5406,0,10,3.85,177.72,1,15
5407,2,7,5.66,67.94,6,13
5407,9,15,21.74,82.35,13,17
5407,16,24,83.53,120.97,17,26
5409,0,9,3.85,146.62,3,10
5410,0,10,3.85,177.72,23,N/A
5410,11,17,31.93,82.35,23,N/A
5411,0,8,3.85,120.97,10,N/A
5411,9,15,21.74,82.35,10,21
5411,16,23,83.53,99.81,21,27
5412,2,6,5.66,56.05,9,N/A
5412,7,15,14.80,120.97,9,40
5412,16,26,83.53,177.72,40,N/A
5414,1,5,4.67,56.05,5,15
5414,6,13,12.21,99.81,15,N/A
5415,1,8,4.67,99.81,3,11
5416,0,4,3.85,56.05,3,15
5416,10,15,26.35,67.94,15,16
5417,0,4,3.85,56.05,1,7
5418,0,8,3.85,120.97,10,N/A
5420,0,8,3.85,120.97,2,12
5422,0,3,3.85,46.25,1,5
5423,0,6,3.85,82.35,9,N/A
5424,0,3,3.85,46.25,3,6
5426,0,5,3.85,67.94,2,6
5427,0,4,3.85,56.05,5,N/A
5431,0,5,3.85,67.94,3,7
5434,0,9,3.85,146.62,1,12
5435,0,8,3.85,120.97,4,10
5436,1,6,4.67,67.94,3,7
5437,0,10,3.85,177.72,2,11
5439,0,8,3.85,120.97,5,13
5440,0,3,3.85,46.25,8,N/A
5440,5,15,10.07,177.72,8,16
5441,0,8,3.85,120.97,1,21
5441,11,19,31.93,120.97,21,N/A
5443,0,10,3.85,177.72,6,11
5444,0,6,3.85,82.35,15,N/A
5444,7,16,14.80,146.62,15,22
5446,0,9,3.85,146.62,1,10
5447,0,7,3.85,99.81,9,N/A
5448,0,7,3.85,99.81,2,9
5450,0,3,3.85,46.25,2,7
5450,4,10,8.31,82.35,7,14
5450,11,19,31.93,120.97,14,29
5451,0,6,3.85,82.35,5,8
5454,0,5,3.85,67.94,3,7
5456,0,8,3.85,120.97,3,9
5457,0,9,3.85,146.62,1,11
5457,10,16,26.35,82.35,11,17
5458,0,7,3.85,99.81,12,N/A
5458,10,17,26.35,99.81,12,21
5459,0,8,3.85,120.97,11,N/A
5461,0,8,3.85,120.97,5,9
5462,0,10,3.85,177.72,12,N/A
5465,0,5,3.85,67.94,26,N/A
5465,11,15,31.93,56.05,26,N/A
5465,18,23,122.71,67.94,26,N/A
5466,6,13,12.21,99.81,8,15
5468,1,7,4.67,82.35,4,17
5468,8,17,17.93,146.62,17,19
5469,0,8,3.85,120.97,7,11
5470,0,6,3.85,82.35,18,N/A
5470,12,19,38.70,99.81,18,20
5471,0,10,3.85,177.72,3,12
5472,0,10,3.85,177.72,1,13
5473,0,8,3.85,120.97,9,N/A
5475,3,11,6.86,120.97,13,N/A
5475,12,18,38.70,82.35,13,24
5476,3,10,6.86,99.81,4,13
5477,0,10,3.85,177.72,7,12
5478,0,7,3.85,99.81,3,10
5479,0,8,3.85,120.97,4,12
5479,10,16,26.35,82.35,12,17
5482,0,7,3.85,99.81,1,10
5485,0,8,3.85,120.97,5,12
5486,0,10,3.85,177.72,1,13
5488,6,13,12.21,99.81,10,17
5488,16,24,83.53,120.97,17,29
5489,0,5,3.85,67.94,4,6
5490,0,4,3.85,56.05,3,19
5490,6,13,12.21,99.81,19,N/A
5490,14,23,56.86,146.62,19,29
5491,0,10,3.85,177.72,1,25
5492,6,15,12.21,146.62,9,21
5492,18,26,122.71,120.97,21,27
5493,0,10,3.85,177.72,30,N/A
5494,0,8,3.85,120.97,7,15
5496,0,8,3.85,120.97,5,9
5497,3,11,6.86,120.97,10,19
5498,0,10,3.85,177.72,5,11
5499,0,7,3.85,99.81,4,23
5499,10,13,26.35,46.25,23,N/A
5499,19,27,148.73,120.97,23,31
5500,0,8,3.85,120.97,1,12
5500,11,19,31.93,120.97,12,20
5501,3,15,6.86,261.08,6,16
5503,0,5,3.85,67.94,1,16
5503,14,26,56.86,261.08,16,32
5505,0,8,3.85,120.97,1,11
5506,0,9,3.85,146.62,9,14
5507,0,8,3.85,120.97,9,N/A
5508,0,8,3.85,120.97,4,14
5510,0,4,3.85,56.05,4,5
5511,0,8,3.85,120.97,4,11
5514,0,5,3.85,67.94,4,12
5514,6,15,12.21,146.62,12,25
5514,16,28,83.53,261.08,25,36
5515,0,8,3.85,120.97,13,N/A
5516,0,5,3.85,67.94,6,N/A
5517,0,13,3.85,316.44,3,19
5517,14,22,56.86,120.97,19,35
5518,0,8,3.85,120.97,8,11
5519,1,6,4.67,67.94,4,10
5519,7,14,14.80,99.81,10,18
5519,15,19,68.92,56.05,18,21
5520,0,6,3.85,82.35,2,9
5521,0,8,3.85,120.97,11,N/A
5523,0,3,3.85,46.25,9,N/A
5523,6,14,12.21,120.97,9,20
5523,17,27,101.24,177.72,20,37
5524,0,8,3.85,120.97,10,N/A
5524,9,20,21.74,215.40,10,26
5525,9,18,21.74,146.62,10,38
5526,0,12,3.85,261.08,9,22
5526,17,26,101.24,146.62,22,34
5527,0,6,3.85,82.35,20,N/A
5528,3,11,6.86,120.97,6,13
5529,0,5,3.85,67.94,1,7
5531,0,10,3.85,177.72,1,20
5531,11,15,31.93,56.05,20,N/A
5531,16,29,83.53,316.44,20,49
5532,0,7,3.85,99.81,5,10
5534,0,10,3.85,177.72,1,15
5535,0,8,3.85,120.97,9,N/A
5537,2,11,5.66,146.62,12,N/A
5538,0,6,3.85,82.35,2,15
5538,7,14,14.80,99.81,15,N/A
5539,0,8,3.85,120.97,10,N/A
5540,0,8,3.85,120.97,12,N/A
5540,9,19,21.74,177.72,12,27
5541,3,12,6.86,146.62,8,26
5543,3,9,6.86,82.35,4,13
5544,0,9,3.85,146.62,3,10
5545,2,10,5.66,120.97,20,N/A
5545,11,19,31.93,120.97,20,N/A
5548,0,6,3.85,82.35,9,N/A
5548,7,14,14.80,99.81,9,15
5549,0,5,3.85,67.94,17,N/A
5549,7,13,14.80,82.35,17,N/A
5549,14,22,56.86,120.97,17,27
5551,1,7,4.67,82.35,7,27
5551,8,15,17.93,99.81,27,N/A
5551,16,20,83.53,56.05,27,N/A
5552,0,7,3.85,99.81,4,9
5553,0,7,3.85,99.81,1,13
5553,9,19,21.74,177.72,13,20
5554,9,12,21.74,46.25,13,N/A
5556,0,7,3.85,99.81,3,10
5556,8,18,17.93,177.72,10,25
5559,0,5,3.85,67.94,4,8
5560,3,7,6.86,56.05,4,10
5561,0,8,3.85,120.97,6,9
5562,3,8,6.86,67.94,10,N/A
5563,0,5,3.85,67.94,6,N/A
5566,0,8,3.85,120.97,5,16
5567,0,10,3.85,177.72,4,13
5568,1,5,4.67,56.05,11,N/A
5568,6,13,12.21,99.81,11,15
5568,14,17,56.86,46.25,15,20
5568,19,27,148.73,120.97,20,32
5569,0,5,3.85,67.94,12,N/A
5570,0,8,3.85,120.97,3,10
5571,0,7,3.85,99.81,23,N/A
5571,13,21,46.91,120.97,23,N/A
5572,1,7,4.67,82.35,15,N/A
5572,8,16,17.93,120.97,15,20
5572,17,24,101.24,99.81,20,26
5573,0,9,3.85,146.62,6,11
5575,0,6,3.85,82.35,18,N/A
5575,7,12,14.80,67.94,18,N/A
5575,14,23,56.86,146.62,18,25
5577,0,4,3.85,56.05,7,N/A
5578,0,6,3.85,82.35,2,9
5578,8,15,17.93,99.81,9,36
5578,16,22,83.53,82.35,36,N/A
5579,0,12,3.85,261.08,1,23
5579,15,24,68.92,146.62,23,31
5580,0,7,3.85,99.81,3,10
5581,0,5,3.85,67.94,1,7
5582,0,5,3.85,67.94,1,9
5583,3,9,6.86,82.35,9,13
5583,10,17,26.35,99.81,13,30
5583,18,27,122.71,146.62,30,N/A
5584,2,11,5.66,146.62,8,14
5584,12,19,38.70,99.81,14,22
5585,0,7,3.85,99.81,13,N/A
5586,0,4,3.85,56.05,10,N/A
5586,7,11,14.80,56.05,10,14
5586,12,15,38.70,46.25,14,18
5591,10,17,26.35,99.81,13,19
5592,0,9,3.85,146.62,8,10
5594,0,6,3.85,82.35,4,10
5594,9,15,21.74,82.35,10,20
5595,0,7,3.85,99.81,1,8
5596,0,9,3.85,146.62,5,18
5597,0,7,3.85,99.81,2,14
5599,0,8,3.85,120.97,3,9
5600,0,3,3.85,46.25,2,8
5603,0,8,3.85,120.97,7,17
5603,9,15,21.74,82.35,17,N/A
5603,16,24,83.53,120.97,17,39
5604,0,11,3.85,215.40,2,12
5607,0,11,3.85,215.40,2,16
5608,0,9,3.85,146.62,8,14
5608,11,16,31.93,67.94,14,17
5612,0,7,3.85,99.81,12,N/A
5614,0,9,3.85,146.62,1,12
5616,2,9,5.66,99.81,4,10
5617,0,9,3.85,146.62,4,10
5618,0,3,3.85,46.25,8,N/A
5619,0,9,3.85,146.62,5,13
5622,0,5,3.85,67.94,19,N/A
5622,8,11,17.93,46.25,19,N/A
5622,14,20,56.86,82.35,19,22
5623,0,6,3.85,82.35,8,N/A
5623,7,15,14.80,120.97,8,18
5625,0,8,3.85,120.97,3,16
5625,14,22,56.86,120.97,16,25
5626,0,7,3.85,99.81,4,21
5626,9,18,21.74,146.62,21,N/A
5627,0,8,3.85,120.97,1,10
5628,0,6,3.85,82.35,1,9
5628,8,16,17.93,120.97,9,35
5628,17,26,101.24,146.62,35,N/A
5629,0,6,3.85,82.35,6,11
5630,1,10,4.67,146.62,11,N/A
5631,0,7,3.85,99.81,5,8
5633,0,9,3.85,146.62,2,12
5638,10,16,26.35,82.35,16,18
5639,0,9,3.85,146.62,4,11
5641,3,11,6.86,120.97,8,12
5642,1,6,4.67,67.94,3,9
5642,8,16,17.93,120.97,9,20
5642,18,24,122.71,82.35,20,25
5643,0,8,3.85,120.97,3,10
5644,0,8,3.85,120.97,2,9
5646,0,7,3.85,99.81,4,11
5647,0,5,3.85,67.94,12,N/A
5648,0,7,3.85,99.81,1,21
5649,0,7,3.85,99.81,14,N/A
5649,13,18,46.91,67.94,14,23
5650,0,6,3.85,82.35,4,11
5650,9,19,21.74,177.72,11,25
5651,0,8,3.85,120.97,10,N/A
5652,0,9,3.85,146.62,4,11
5654,0,8,3.85,120.97,12,N/A
5655,0,8,3.85,120.97,10,N/A
5658,1,8,4.67,99.81,10,N/A
5659,0,3,3.85,46.25,4,N/A
5660,3,9,6.86,82.35,5,13
5661,0,8,3.85,120.97,1,9
5662,0,7,3.85,99.81,1,15
5663,0,10,3.85,177.72,2,15
5663,12,20,38.70,120.97,15,23
5664,3,8,6.86,67.94,6,11
5665,0,5,3.85,67.94,3,8
5667,0,8,3.85,120.97,9,N/A
5669,0,8,3.85,120.97,5,10
5671,0,8,3.85,120.97,2,17
5671,11,19,31.93,120.97,17,24
5672,0,12,3.85,261.08,1,16
5672,15,22,68.92,99.81,16,32
5673,0,8,3.85,120.97,3,16
5673,14,21,56.86,99.81,16,25
5674,0,13,3.85,316.44,6,14
5675,6,13,12.21,99.81,12,16
5676,0,7,3.85,99.81,1,10
5681,0,8,3.85,120.97,2,11
5682,0,8,3.85,120.97,4,10
5683,0,8,3.85,120.97,8,9
5684,0,5,3.85,67.94,6,N/A
5685,0,8,3.85,120.97,3,9
5687,0,6,3.85,82.35,7,N/A
5688,0,10,3.85,177.72,10,17
5688,13,21,46.91,120.97,17,30
5689,1,11,4.67,177.72,2,15
5689,12,20,38.70,120.97,15,26
5690,1,10,4.67,146.62,6,11
5692,0,7,3.85,99.81,2,12
5698,0,8,3.85,120.97,4,10
5699,0,4,3.85,56.05,1,8
5699,7,12,14.80,67.94,8,17
5701,3,11,6.86,120.97,5,19
5701,14,17,56.86,46.25,19,N/A
5702,0,10,3.85,177.72,1,12
5704,0,11,3.85,215.40,13,N/A
5707,0,4,3.85,56.05,6,N/A
5708,2,12,5.66,177.72,3,14
5710,0,4,3.85,56.05,7,N/A
5711,3,13,6.86,177.72,6,16
5712,0,6,3.85,82.35,18,N/A
5712,16,22,83.53,82.35,18,27
5713,0,6,3.85,82.35,14,N/A
5715,3,11,6.86,120.97,4,14
5716,0,4,3.85,56.05,4,6
5716,5,11,10.07,82.35,6,18
5716,12,15,38.70,46.25,18,N/A
5717,0,8,3.85,120.97,2,17
5717,11,19,31.93,120.97,17,30
5718,0,8,3.85,120.97,1,15
5719,0,9,3.85,146.62,1,16
5719,12,21,38.70,146.62,16,24
5720,3,9,6.86,82.35,4,12
5720,11,16,31.93,67.94,12,40
5721,0,9,3.85,146.62,2,15
5722,0,8,3.85,120.97,4,9
5723,0,8,3.85,120.97,1,11
5724,0,7,3.85,99.81,7,11
5724,10,15,26.35,67.94,11,17
5725,3,6,6.86,46.25,8,N/A
5726,0,7,3.85,99.81,1,10
5727,0,8,3.85,120.97,6,12
5729,0,7,3.85,99.81,1,12
5730,0,6,3.85,82.35,5,10
5730,9,15,21.74,82.35,10,21
5730,17,20,101.24,46.25,21,N/A
5731,10,18,26.35,120.97,21,N/A
5732,0,10,3.85,177.72,9,11
5733,0,12,3.85,261.08,13,N/A
5735,0,7,3.85,99.81,10,N/A
5735,8,17,17.93,146.62,10,23
